framework_id,code,grade,critical_principle,cluster,proficiency_level,content_strand,text,source_url,page
CA-ELD-2012,ELD.PII.2.6.Ex,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Connecting ideas,"Combine clauses in an increasing variety of ways to make connections between and to join ideas, for example, to express cause/effect (e.g., She jumped because the dog barked) with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.7.Br,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Condensing ideas,"Condense clauses in a variety of ways (e.g., through embedded clauses and other condensing as in, It’s a plant. It’s green and red. It’s found in the tropical rain forest. → It’s a green and red plant that’s found in the tropical rain forest) to create precise and detailed sentences independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.7.Em,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Condensing ideas,"Condensing clauses in simple ways (e.g., changing: It's green. It's red. → It's green and red) to create precise and detailed sentences in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.7.Ex,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Condensing ideas,"Condense clauses in simple ways (e.g., changing: It’s green. It’s red. → It’s green and red) to create precise and detailed sentences in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.1.Br,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Exchanging information and ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn-taking rules, asking relevant questions, affirming others, adding relevant information, building on responses, and providing useful feedback.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.1.Em,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Exchanging information and ideas,Contribute to conversations and express ideas by asking and answering yes-no and wh- questions and responding using short phrases.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.1.Ex,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Exchanging information and ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn-taking rules, asking relevant questions, affirming others, and adding relevant information.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10a.Br,3,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,"Write longer and more detailed literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and independently using appropriate text organization and growing understanding of register.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10a.Em,3,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,"Write longer literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10a.Ex,3,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,"Write longer literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and with increasing independence using appropriate text organization.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10b.Br,3,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,Paraphrase texts and recount experiences using increasingly detailed complete sentences and key words from notes or graphic organizers.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10b.Em,3,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,Paraphrase texts and recount experiences using key words from notes or graphic organizers.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.10b.Ex,3,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,Paraphrase texts and recount experiences using complete sentences and key words from notes or graphic organizers.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.11.Br,3,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Support opinions or persuade others by providing good reasons and detailed textual evidence (e.g., specific events or graphics from text) or relevant background knowledge about the content.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.11.Em,3,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Support opinions by providing good reasons and some textual evidence or relevant background knowledge (e.g., referring to textual evidence or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.11.Ex,3,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Support opinions by providing good reasons and increasingly detailed textual evidence (e.g., providing examples from the text) or relevant background knowledge about the content.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.12.Br,3,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Use a wide variety of general academic and domain-specific words, synonyms, antonyms, and non-literal language to create an effect, precision, and shades of meaning while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.12.Em,3,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Use a select number of general academic and domain-specific words to add detail (e.g., adding the word dangerous to describe a place, using the word habitat when describing animal behavior) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.12.Ex,3,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Use a growing number of general academic and domain-specific words in order to add detail, create an effect (e.g., using the word suddenly to signal a change), or create shades of meaning (e.g., scurry versus dash) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.2.Br,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Interacting via written English,"Collaborate with peers on joint writing projects of a variety of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.2.Em,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Interacting via written English,"Collaborate with peers on joint writing projects of short informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.2.Ex,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Interacting via written English,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.3.Br,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Offering opinions,"Offer opinions and negotiate with others in conversations using a variety of learned phrases (e.g., That’s a good idea, but . . .), as well as open responses in order to gain and/or hold the floor, provide counterarguments, elaborate on an idea, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.3.Em,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Offering opinions,"Offer opinions and negotiate with others in conversations using basic learned phrases (e.g., I think . . .), as well as open responses in order to gain and/or hold the floor.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.3.Ex,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Offering opinions,"Offer opinions and negotiate with others in conversations using an expanded set of learned phrases (e.g., I agree with X, and . . .), as well as open responses in order to gain and/or hold the floor, provide counter arguments, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.4.Br,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Adapting language choices,"Adjust language choices according to purpose e.g., persuading, entertaining), task, and audience (e.g., peer-to-peer versus peer-to-teacher), with light support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.4.Em,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Adapting language choices,"Recognize that language choices (e.g., vocabulary) vary according to social setting (e.g., playground versus classroom), with substantial support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.4.Ex,3,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Adapting language choices,"Adjust language choices (e.g., vocabulary, use of dialogue, and the like) according to purpose (e.g., persuading, entertaining), social setting, and audience (e.g., peers versus adults), with moderate support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.5.Br,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with minimal prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.5.Em,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering basic questions, with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.5.Ex,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with occasional prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.6.Br,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Describe ideas, phenomena (e.g., volcanic eruptions), and text elements (e.g., central message, character traits, major events) using key details based on understanding of a variety of grade-level texts and viewing of multimedia, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.6.Em,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Describe ideas, phenomena (e.g., insect metamorphosis), and text elements (e.g., main idea, characters, setting) based on understanding of a select set of grade-level texts and viewing of multimedia, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.6.Ex,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Describe ideas, phenomena (e.g., how cows digest food), and text elements (e.g., main idea, characters, events) in greater detail based on understanding of a variety of grade-level texts and viewing of multimedia, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.7.Br,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Evaluating language choices,"Describe how well writers or speakers use specific language resources to support an opinion or present an idea (e.g., whether the vocabulary or phrasing used to provide evidence is strong enough), with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.7.Em,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Evaluating language choices,"Describe the language writers or speakers use to support an opinion or present an idea (e.g., by identifying the phrases or words in the text that provide evidence), with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.7.Ex,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Evaluating language choices,"Describe the specific language writers or speakers use to present or support an idea (e.g., the specific vocabulary or phrasing used to provide evidence), with prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.8.Br,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Analyzing language choices,"Distinguish how multiple different words with similar meanings (e.g., pleased versus happy versus ecstatic, heard versus knew versus believed) produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.8.Em,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Analyzing language choices,"Distinguish how different words produce different effects on the audience (e.g., describing a character as happy versus sad).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.8.Ex,3,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Analyzing language choices,"Distinguish how different words with similar meanings (e.g., describing a character as happy versus ecstatic) produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.9.Br,3,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Presenting,"Plan and deliver longer oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process or historical event, and the like).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.9.Em,3,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Presenting,"Plan and deliver very brief oral presentations (e.g., retelling a story, describing an animal, and the like).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.3.9.Ex,3,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Presenting,"Plan and deliver brief oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process, and the like).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.1.Br,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages versus how opinion/arguments are structured logically, grouping related ideas) to comprehending texts and writing cohesive texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.1.Em,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially) to comprehending texts and writing basic texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.1.Ex,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages) to comprehending texts and writing texts with increasing cohesion.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2a.Br,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply increasing understanding of language resources that refer the reader back or forward in text (e.g., how pronouns or synonyms refer back to nouns in text) to comprehending and writing cohesive texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2a.Em,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of language resources that refer the reader back or forward in text (e.g., how pronouns refer back to nouns in text) to comprehending texts and writing basic texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2a.Ex,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Apply growing understanding of language resources that refer the reader back or forward in text (e.g., how pronouns refer back to nouns in text) to comprehending texts and writing texts with increasing cohesion.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2b.Br,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply increasing understanding of how ideas, events, or reasons are linked throughout a text using an increasing variety of connecting and transitional words or phrases (e.g., for example, afterward, first/next/last) to comprehending texts and writing cohesive texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2b.Em,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using everyday connecting words or phrases (e.g., then, next) to comprehending texts and writing basic texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.2b.Ex,3,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Apply growing understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., at the beginning/ end, first/next) to comprehending texts and writing texts with increasing cohesion.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.3.Br,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Using verbs and verb phrases Use a variety of verb types (e.g., doing, saying, being/having, thinking/feeling) and verb tense appropriate to the text type and discipline to convey time (e.g., simple present for a science description, simple future to predict).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.3.Em,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use frequently used verbs, different verb types (e.g., doing, saying, being/having, thinking/feeling), and verb tenses appropriate to the text type and discipline to convey time (e.g., simple past for recounting an experience).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.3.Ex,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verb types (e.g., doing, saying, being/having, thinking/ (e.g., doing, saying, being/having, thinking/feeling) and verb tenses appropriate to the text type and discipline to convey time (e.g., simple past for retelling, simple present for a science description).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.4.Br,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using nouns and noun phrases,"Expand noun phrases in a variety of ways (e.g., adding comparative/ superlative adjectives to noun phrases, simple clause embedding) in order to enrich the meaning of sentences and add details about ideas, people, things, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.4.Em,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using nouns and noun phrases,"Expand noun phrases in simple ways (e.g., adding an adjective to a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.4.Ex,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using nouns and noun phrases,"Expand noun phrases in a growing number of ways (e.g., adding comparative/superlative adjectives to nouns) in order to enrich the meaning of sentences and add details about ideas, people, things, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.5.Br,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Modifying to add details,"Expand sentences with adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause, and the like) about a range of familiar and new activities or processes (e.g., They worked quietly all night in their room).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.5.Em,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Modifying to add details,"Expand sentences with adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause, and the like) about a familiar activity or process (e.g., They walked to the soccer field).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.5.Ex,3,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Modifying to add details,"Expand sentences with adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause, and the like) about a familiar or new activity or process (e.g., They worked quietly; they ran across the soccer field).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.6.Br,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Connecting ideas,"Combine clauses in a wide variety of ways (e.g., creating compound and complex sentences) to make connections between and join ideas, for example, to express cause/effect (e.g., The deer ran because the mountain lion approached them), to make a concession (e.g., She studied all night even though she wasn’t feeling well), or to link two ideas that happen at the same time (e.g., The cubs played while their mother hunted).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.6.Em,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Connecting ideas,"Combine clauses in a few basic ways to make connections between and join ideas (e.g., creating compound sentences using and, but, so).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.6.Ex,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Connecting ideas,"Combine clauses in an increasing variety of ways (e.g., creating compound and complex sentences) to make connections between and join ideas, for example, to express cause/effect (e.g., The deer ran because the mountain lion came) or to make a concession (e.g., She studied all night even though she wasn’t feeling well).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.7.Br,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Condensing ideas,"Condense clauses in a variety of ways (e.g., through embedded clauses and other condensing as in, It’s a plant. It’s green and red. It’s found in the tropical rain forest. → It’s a green and red plant that’s found in the tropical rain forest) to create precise and detailed sentences.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.7.Em,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Condensing ideas,"Condense clauses in simple ways (e.g., changing: It’s green. → It’s red. It’s green and red) to create precise and detailed sentences.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.3.7.Ex,3,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Condensing ideas,"Condense clauses in a growing number of ways (e.g., through embedded clauses as in, It’s a plant. It’s found in the rain forest. → It’s a green and red plant that’s found in the tropical rain forest) to create precise and detailed sentences.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.1.Br,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Exchanging information/ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn-taking rules, asking relevant questions, affirming others, adding relevant information, building on responses, and providing useful feedback.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.1.Em,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Exchanging information/ideas,Contribute to conversations and express ideas by asking and answering yes-no and wh- questions and responding using short phrases,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.1.Ex,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Exchanging information/ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn-taking rules, asking relevant questions, affirming others, and adding relevant information.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10a.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,"Write longer and more detailed literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and independently using appropriate text organization and growing understanding of register.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10a.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,"Write short literary and informational text (e.g., a description of a flashlight) collaboratively (e.g., joint construction of texts with an adult or with peers) and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10a.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,"Write longer literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and with increasing independence using appropriate text organization.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10b.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,"Write clear and coherent summaries of texts and experiences using complete and concise sentences and key words (e.g., from notes or graphic organizers).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10b.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,"Write brief summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.10b.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,"Write increasingly concise summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11a.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Support opinions or persuade others by expressing appropriate/accurate reasons using detailed textual evidence (e.g., quotations or specific events from text) or relevant background knowledge about content, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11a.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Support opinions by expressing appropriate/accurate reasons using textual evidence (e.g., referring to text) or relevant background knowledge about content, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11a.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Support opinions or persuade others by expressing appropriate/accurate reasons using some textual evidence (e.g., paraphrasing facts) or relevant background knowledge about content, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11b.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Express attitude and opinions or temper statements with nuanced modal expressions (e.g., probably/certainly, should/would) and phrasing (e.g., In my opinion . . .).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11b.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Express ideas and opinions or temper statements using basic modal expressions (e.g., can, will, maybe).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.11b.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Express attitude and opinions or temper statements with familiar modal expressions (e.g., maybe/probably, can/must).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.12b.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Select a variety of appropriate affixes for accuracy and precision (e.g., She’s walking. I’m uncomfortable. They left reluctantly).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.12b.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Select a few frequently used affixes for accuracy and precision (e.g., She walks, I’m unhappy).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.12b.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Select a growing number of frequently used affixes for accuracy and precision (e.g., She walked. He likes . .. , I'm unhappy).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.2.Br,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Interacting via written English,"Collaborate with peers on joint writing projects of a variety of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.2.Em,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Interacting via written English,"Collaborate with peers on joint writing projects of short informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.2.Ex,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Interacting via written English,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.3.Br,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Offering opinions,"Negotiate with or persuade others in conversations using a variety of learned phrases (e.g., That’s a good idea. However . . .), as well as open responses, in order to gain and/or hold the floor, provide counterarguments, elaborate on an idea, and so on.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.3.Em,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Offering opinions,"Negotiate with or persuade others in conversations using basic learned phrases (e.g., I think ...), as well as open responses, in order to gain and/or hold the floor.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.3.Ex,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Offering opinions,"Negotiate with or persuade others in conversations using an expanded set of learned phrases (e.g., I agree with X, but . . .), as well as open responses, in order to gain and/or hold the floor, provide counterarguments, and so on.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.4.Br,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Adapting language choices,"Adjust language choices according to purpose, task (e.g., facilitating a science experiment), and audience, with light support.",https://www2.cde.ca.gov/cacs/eld,
